epoch,loss
0,0.019636685
1,0.0058685704
2,0.00076823554
3,0.0019092141
4,0.0042685843
5,0.0046550245
6,0.0034822603
7,0.0019309461
8,0.0008181478
9,0.00044446546
10,0.00067132973
11,0.0011256989
12,0.0014835758
13,0.0015863796
14,0.0014317455
15,0.0011137675
16,0.0007610082
17,0.00048718165
18,0.00035909284
19,0.00037796868
20,0.00048654026
21,0.00060309086
22,0.0006629814
23,0.0006400773
24,0.00054798985
25,0.0004282958
26,0.00032718357
27,0.00027488905
28,0.0002777564
29,0.00031556672
30,0.00035962492
31,0.00038347306
32,0.00037435244
33,0.00033660507
34,0.00028685422
35,0.0002445134
36,0.00022283822
37,0.00022381551
38,0.00023895304
39,0.00025459545
40,0.00025924362
41,0.00024883202
42,0.00022749857
43,0.00020427814
44,0.00018791696
45,0.00018251759
46,0.00018613916
47,0.00019244349
48,0.00019558384
49,0.00019305974
50,0.00018166298
51,0.00016849129
52,0.00015908861
53,0.00015439995
54,0.00015307075
55,0.00015284249
56,0.00015194049
57,0.0001497292
58,0.00014638693
59,0.00014310704
60,0.000140946
61,0.00013909489
62,0.00013612941
63,0.00013172618
64,0.00012691652
65,0.00012399067
66,0.00012315682
67,0.00012244214
68,0.00012068787
69,0.00011844133
70,0.00011663661
71,0.00011549744
72,0.00011437915
73,0.000112500624
74,0.00011000696
75,0.00010787749
76,0.00010674216
77,0.00010621904
78,0.000105464824
79,0.00010418366
80,0.00010282417
81,0.00010184284
82,0.000101080164
83,0.000100088066
84,9.885251e-05
85,9.783229e-05
86,9.725177e-05
87,9.685233e-05
88,9.630268e-05
89,9.555694e-05
90,9.4854346e-05
91,9.430138e-05
92,9.3787516e-05
93,9.3137605e-05
94,9.245208e-05
95,9.193596e-05
96,9.157339e-05
97,9.11712e-05
98,9.064559e-05
99,9.0122514e-05
100,8.970147e-05
101,8.929657e-05
102,8.880318e-05
103,8.8282286e-05
104,8.775519e-05
105,8.707421e-05
106,8.608249e-05
107,8.5504806e-05
108,8.535983e-05
109,8.449265e-05
110,8.4158106e-05
111,8.403446e-05
112,8.356564e-05
113,8.3008854e-05
114,8.283999e-05
115,8.263201e-05
116,8.212896e-05
117,8.1760976e-05
118,8.149835e-05
119,8.112625e-05
120,8.078514e-05
121,8.054169e-05
122,8.0221114e-05
123,7.9888916e-05
124,7.97088e-05
125,7.947266e-05
126,7.915084e-05
127,7.8916266e-05
