epoch,loss
0,0.068128824
1,0.18490507
2,0.058408957
3,0.02251137
4,0.083303586
5,0.07231986
6,0.02399585
7,0.014340002
8,0.040713616
9,0.051027104
10,0.031889893
11,0.012046104
12,0.0138229495
13,0.028186064
14,0.03235661
15,0.021625156
16,0.0104999645
17,0.011008436
18,0.019087007
19,0.022355366
20,0.016762357
21,0.009758207
22,0.009199168
23,0.0138705615
24,0.016351426
25,0.013274431
26,0.008845994
27,0.008287599
28,0.011123665
29,0.012648285
30,0.01065803
31,0.007927933
32,0.0078096655
33,0.009685442
34,0.0103325555
35,0.00874461
36,0.007217925
37,0.007629145
38,0.008814536
39,0.00867923
40,0.0074088178
41,0.0068713147
42,0.0075657526
43,0.008030327
44,0.0073905885
45,0.006667872
46,0.0068737166
47,0.0073654233
48,0.007134621
49,0.006545135
50,0.006525455
51,0.006892192
52,0.0068190563
53,0.0063925916
54,0.0063282647
55,0.006578747
56,0.006528491
57,0.0062239557
58,0.006191247
59,0.0063589793
60,0.0062804725
61,0.006067159
62,0.00608545
63,0.006180984
64,0.0060696695
65,0.005942302
66,0.005996423
67,0.0060182093
68,0.0058997287
69,0.0058557675
70,0.0059068436
71,0.0058635827
72,0.0057795
73,0.005793451
74,0.0058016526
75,0.0057326895
76,0.00570741
77,0.005727032
78,0.005689087
79,0.005646724
80,0.0056568314
81,0.0056421915
82,0.0056007253
83,0.005598426
84,0.0055951914
85,0.005561793
86,0.0055513345
87,0.0055515077
88,0.0055265874
89,0.0055128336
90,0.005512855
91,0.005494319
92,0.005480324
93,0.0054792156
94,0.0054648547
95,0.0054521207
96,0.005449954
97,0.005438119
98,0.0054270923
99,0.0054241233
100,0.0054137767
101,0.0054044486
102,0.0054008598
103,0.0053914245
104,0.0053835837
105,0.0053794365
106,0.0053706598
107,0.00536404
108,0.0053593325
109,0.005351154
110,0.0053454423
111,0.00534016
112,0.0053326217
113,0.0053274613
114,0.0053216517
115,0.005314802
116,0.005309832
117,0.0053036483
118,0.0052974685
119,0.0052923746
120,0.0052860593
121,0.005280416
122,0.005275015
123,0.0052688224
124,0.0052634683
125,0.00525775
