epoch,loss
0,0.0019115849
1,0.0051348447
2,0.0018238801
3,0.001870042
4,0.0029148948
5,0.0024015803
6,0.0015213693
7,0.0014132648
8,0.001895015
9,0.002046333
10,0.0016854078
11,0.0012880089
12,0.0012222267
13,0.0014147832
14,0.001539439
15,0.00143094
16,0.0012152322
17,0.0011098664
18,0.0011761885
19,0.0012600651
20,0.0012119681
21,0.0010708609
22,0.0009821518
23,0.000997527
24,0.0010387077
25,0.0010211181
26,0.00094781397
27,0.0008864689
28,0.00088118156
29,0.0008965335
30,0.0008732344
31,0.0008113581
32,0.0007657929
33,0.0007653242
34,0.00077457854
35,0.000753335
36,0.0007127371
37,0.0006879203
38,0.00068211486
39,0.00066814135
40,0.00063851074
41,0.0006139332
42,0.00060652336
43,0.00060079136
44,0.00058143865
45,0.0005571084
46,0.0005439669
47,0.0005386051
48,0.00052594556
49,0.0005075862
50,0.0004956346
51,0.0004886283
52,0.00047574288
53,0.00045966767
54,0.00045000864
55,0.00044361738
56,0.00043195338
57,0.00041858424
58,0.00040968836
59,0.0004014648
60,0.00039010585
61,0.00038006436
62,0.00037262004
63,0.00036314887
64,0.000352457
65,0.00034463312
66,0.00033744908
67,0.0003281042
68,0.00031932502
69,0.0003121937
70,0.00030401396
71,0.0002955477
72,0.00028854827
73,0.00028108017
74,0.00027300132
75,0.00026620823
76,0.0002594593
77,0.0002520176
78,0.0002454194
79,0.00023915467
80,0.00023249227
81,0.00022664643
82,0.0002209792
83,0.00021503872
84,0.00020965633
85,0.00020454817
86,0.00019949391
87,0.00019491048
88,0.00019028583
89,0.00018585502
90,0.00018173715
91,0.00017756483
92,0.00017375142
93,0.0001699695
94,0.00016625618
95,0.00016281927
96,0.0001592086
97,0.0001558179
98,0.00015252033
99,0.00014917192
100,0.00014610786
101,0.00014287797
102,0.00013965812
103,0.00013659065
104,0.00013370531
105,0.00013083339
106,0.0001281001
107,0.00012540456
108,0.00012277962
109,0.000120212884
110,0.00011758014
111,0.00011497588
112,0.00011259091
113,0.00011018354
114,0.000107990716
115,0.00010575883
116,0.00010362634
117,0.00010148555
118,9.94393e-05
119,9.736264e-05
120,9.534739e-05
121,9.338052e-05
122,9.140415e-05
123,8.95471e-05
124,8.785163e-05
125,8.611199e-05
126,8.4480445e-05
127,8.273351e-05
128,8.099704e-05
129,7.93237e-05
130,7.782132e-05
131,7.637632e-05
132,7.497923e-05
133,7.355064e-05
134,7.2170544e-05
135,7.0801434e-05
136,6.941454e-05
137,6.811054e-05
138,6.683397e-05
139,6.559622e-05
140,6.443156e-05
141,6.32851e-05
142,6.214324e-05
143,6.149089e-05
144,6.0605445e-05
145,5.9960206e-05
146,5.887248e-05
147,5.7183996e-05
148,5.6210498e-05
149,5.5962362e-05
150,5.5260483e-05
151,5.3687432e-05
152,5.2844247e-05
153,5.2464165e-05
154,5.1720344e-05
155,5.062114e-05
156,4.971984e-05
157,4.9130253e-05
158,4.8741913e-05
159,4.790578e-05
160,4.686483e-05
161,4.626993e-05
162,4.577373e-05
163,4.5299686e-05
164,4.4683897e-05
165,4.3918244e-05
166,4.3147764e-05
167,4.2541214e-05
168,4.20321e-05
169,4.1583677e-05
170,4.12084e-05
171,4.0701976e-05
172,4.0242794e-05
173,3.9642557e-05
174,3.9032406e-05
175,3.838521e-05
176,3.7794962e-05
177,3.7205496e-05
178,3.667406e-05
179,3.6156e-05
180,3.5636513e-05
181,3.516662e-05
182,3.4673893e-05
183,3.420785e-05
184,3.3783108e-05
185,3.3445103e-05
186,3.3331613e-05
187,3.3726395e-05
188,3.4845263e-05
189,3.6716036e-05
190,3.6491834e-05
191,3.3371634e-05
192,3.0384372e-05
193,3.1305895e-05
194,3.3085085e-05
195,3.1839074e-05
196,2.9224195e-05
197,2.9097002e-05
198,3.0435238e-05
199,2.9982119e-05
200,2.8013119e-05
201,2.7438527e-05
202,2.8393983e-05
203,2.8456072e-05
204,2.7225247e-05
205,2.606836e-05
206,2.6232552e-05
207,2.6833954e-05
208,2.646393e-05
209,2.5374464e-05
210,2.4566074e-05
211,2.4581748e-05
212,2.4883515e-05
213,2.4651907e-05
214,2.4000361e-05
215,2.3291785e-05
216,2.2935808e-05
217,2.2924936e-05
218,2.3023445e-05
219,2.2899956e-05
220,2.240461e-05
221,2.1821477e-05
222,2.136164e-05
223,2.1039521e-05
224,2.0890653e-05
225,2.083932e-05
226,2.0783951e-05
227,2.0632433e-05
228,2.0411399e-05
229,2.0090098e-05
230,1.9723291e-05
231,1.9360568e-05
232,1.9005618e-05
233,1.868697e-05
234,1.839677e-05
235,1.8144026e-05
236,1.7897326e-05
237,1.7656297e-05
238,1.7424118e-05
239,1.7191287e-05
240,1.695933e-05
241,1.6725242e-05
242,1.6494629e-05
243,1.6264688e-05
244,1.6059936e-05
245,1.5897875e-05
246,1.5885897e-05
247,1.63407e-05
248,1.810937e-05
249,2.3905117e-05
250,3.4678742e-05
251,4.9808037e-05
252,3.715521e-05
253,1.6710888e-05
254,2.0057341e-05
255,3.2686432e-05
256,2.6243746e-05
257,1.4250524e-05
258,2.3272343e-05
259,2.7002461e-05
260,1.4610562e-05
261,1.7386927e-05
262,2.422681e-05
263,1.5839283e-05
264,1.366632e-05
265,1.9915558e-05
266,1.6564936e-05
267,1.2185055e-05
268,1.5837926e-05
269,1.6177406e-05
270,1.2021272e-05
271,1.2781523e-05
272,1.4984041e-05
273,1.2586703e-05
274,1.11726185e-05
275,1.3117856e-05
276,1.2935674e-05
277,1.0834334e-05
278,1.121738e-05
279,1.2364201e-05
280,1.1210343e-05
281,1.014211e-05
282,1.0929261e-05
283,1.1180015e-05
284,1.0139629e-05
285,9.745888e-06
286,1.0293786e-05
287,1.0272505e-05
288,9.495683e-06
289,9.339413e-06
290,9.718119e-06
291,9.597032e-06
292,9.066265e-06
293,8.873699e-06
294,9.086163e-06
295,9.074758e-06
296,8.696269e-06
297,8.466347e-06
298,8.534992e-06
299,8.598083e-06
300,8.413015e-06
301,8.146735e-06
302,8.041745e-06
303,8.080869e-06
304,8.067129e-06
305,7.91502e-06
306,7.728352e-06
307,7.631702e-06
308,7.625983e-06
309,7.6020583e-06
310,7.4957284e-06
311,7.3546275e-06
312,7.249713e-06
313,7.20701e-06
314,7.1822433e-06
315,7.127384e-06
316,7.03397e-06
317,6.927923e-06
318,6.8434765e-06
319,6.7875676e-06
320,6.7491087e-06
321,6.704814e-06
322,6.6448656e-06
323,6.571249e-06
324,6.4934457e-06
325,6.4214187e-06
326,6.359116e-06
327,6.3073103e-06
328,6.2613217e-06
329,6.2149643e-06
330,6.169211e-06
331,6.1182864e-06
332,6.064723e-06
333,6.009455e-06
334,5.95426e-06
335,5.8992264e-06
336,5.847959e-06
337,5.797773e-06
338,5.7492307e-06
339,5.7028064e-06
340,5.6571917e-06
341,5.611735e-06
342,5.5696946e-06
343,5.5350592e-06
344,5.506312e-06
345,5.4964894e-06
346,5.511935e-06
347,5.589599e-06
348,5.7713987e-06
349,6.1952946e-06
350,7.046259e-06
351,8.886159e-06
352,1.1952421e-05
353,1.7971568e-05
354,2.4289813e-05
355,3.2233445e-05
356,2.7429238e-05
357,1.6168126e-05
358,6.0161087e-06
359,8.077165e-06
360,1.706322e-05
361,1.9286066e-05
362,1.3450623e-05
363,6.0277125e-06
364,7.1506956e-06
365,1.3069235e-05
366,1.3835881e-05
367,9.380536e-06
368,5.0948815e-06
369,6.3749653e-06
370,9.780636e-06
371,9.433125e-06
372,6.3693046e-06
373,4.7246804e-06
374,6.350253e-06
375,8.268745e-06
376,7.5439434e-06
377,5.4115785e-06
378,4.6122377e-06
379,5.837842e-06
380,6.9517464e-06
381,6.3106722e-06
382,4.9510813e-06
383,4.420831e-06
384,5.108703e-06
385,5.8172914e-06
386,5.610418e-06
387,4.8240404e-06
388,4.2688694e-06
389,4.4132025e-06
390,4.8773263e-06
391,5.0936083e-06
392,4.8255183e-06
393,4.354587e-06
394,4.097903e-06
395,4.159646e-06
396,4.3892924e-06
397,4.510574e-06
398,4.3995233e-06
399,4.156307e-06
400,3.963067e-06
401,3.942266e-06
402,4.036284e-06
403,4.1298817e-06
404,4.138085e-06
405,4.0496816e-06
406,3.9123966e-06
407,3.8008704e-06
408,3.7535601e-06
409,3.7597968e-06
410,3.7971029e-06
411,3.8246912e-06
412,3.8144449e-06
413,3.7727104e-06
414,3.7094662e-06
415,3.647173e-06
416,3.5933806e-06
417,3.5593837e-06
418,3.540827e-06
419,3.5317971e-06
420,3.5279113e-06
421,3.5186886e-06
422,3.5015091e-06
423,3.4791935e-06
424,3.4543211e-06
425,3.4244663e-06
426,3.391388e-06
427,3.3578701e-06
428,3.3239573e-06
429,3.2906742e-06
430,3.2568444e-06
431,3.2236626e-06
432,3.18888e-06
433,3.1541297e-06
434,3.1207949e-06
435,3.0887124e-06
436,3.0584874e-06
437,3.0290698e-06
438,3.001002e-06
439,2.9736423e-06
440,2.9469447e-06
441,2.9211612e-06
442,2.8956733e-06
443,2.871128e-06
444,2.8480301e-06
445,2.827918e-06
446,2.8123757e-06
447,2.8060572e-06
448,2.8120996e-06
449,2.847852e-06
450,2.927778e-06
451,3.113691e-06
452,3.4693373e-06
453,4.210176e-06
454,5.495984e-06
455,8.093074e-06
456,1.2191278e-05
457,1.983349e-05
458,2.8117865e-05
459,3.8384318e-05
460,3.6294765e-05
461,2.5195346e-05
462,8.357606e-06
463,3.1251059e-06
464,1.09736975e-05
465,1.8980345e-05
466,1.8175055e-05
467,8.160945e-06
468,2.9336018e-06
469,7.5463176e-06
470,1.329261e-05
471,1.2861283e-05
472,6.202107e-06
473,2.7126114e-06
474,5.812193e-06
475,9.347936e-06
476,8.45572e-06
477,4.2532206e-06
478,2.5025486e-06
479,4.475475e-06
480,6.595229e-06
481,6.0660122e-06
482,3.4915238e-06
483,2.3436687e-06
484,3.4547606e-06
485,4.8466436e-06
486,4.8682714e-06
487,3.3593633e-06
488,2.2891163e-06
489,2.633255e-06
490,3.5966104e-06
491,3.9680217e-06
492,3.2698301e-06
493,2.4102508e-06
494,2.1735677e-06
495,2.5741906e-06
496,3.0559502e-06
497,3.0374927e-06
498,2.619449e-06
499,2.173847e-06
500,2.0571483e-06
501,2.2629326e-06
502,2.490547e-06
503,2.5369152e-06
504,2.3565392e-06
505,2.1152339e-06
506,1.9772212e-06
507,1.9998406e-06
508,2.1215515e-06
509,2.2124445e-06
510,2.2103836e-06
511,2.1142373e-06
512,1.9888655e-06
513,1.902111e-06
514,1.88158e-06
515,1.9165232e-06
516,1.9658867e-06
517,1.996223e-06
518,1.9867505e-06
519,1.9470851e-06
520,1.8907378e-06
521,1.835392e-06
522,1.7975232e-06
