time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,potential_energy
0.0,0.050468980895781945,0.03899424744553065,-0.08299077852057683,0.07273397225695415,-0.03025904079883004,-0.16283753955343408,0.0044374175886748475,-0.13602671723723436,-0.15391717419136733,0.018374647053630237,0.05014595671700241,-0.16578645940368286,-0.00872625033792983,0.0489807343216655,-0.07401916265711354,-0.055104910995460527,0.0541306449133335,0.09432293268538744,-0.001309557670489362,0.01790479004358608,0.014172485372861691,-0.0856692003249685,-0.05006441746788137,0.09360066779482787,-0.10161040652796804,0.029244614172723823
0.05005005005005005,0.051213166480401584,0.040338278637188356,-0.09483042391877206,0.06646675491688557,-0.033700236733058796,-0.1582084061661203,0.00798406035800734,-0.13951967598388978,-0.15991043629163287,0.010543542717931925,0.054467329106760984,-0.16249929032647592,-0.012807045847226032,0.03830485741499539,-0.07904007962832157,-0.05430223549804921,0.05959878395619093,0.10237216755598336,0.0029144118045359717,0.01508886142553295,0.0120930795446773,-0.08393582336631265,-0.05069902891758602,0.09388939340103154,-0.09718486397127289,0.028627955776354
0.1001001001001001,0.051578641267447406,0.041330834517337094,-0.10668300762194459,0.05978262968896754,-0.03730747649664115,-0.1534334944678821,0.011260256650199132,-0.14291365592656294,-0.16575364949430935,0.002435590182832207,0.05840183805984681,-0.15905559551134668,-0.017106211274990683,0.027282606783317478,-0.08411348655799913,-0.0536140097017962,0.06466720708842895,0.10991455954569862,0.006880631129333868,0.01198469722755346,0.009732940463377117,-0.08224268009255586,-0.05145711315750598,0.09369252682102659,-0.09276637515058164,0.027914382871098542
0.15015015015015015,0.05156448675009258,0.04196942681394317,-0.11851885458635734,0.052698327709633806,-0.04107173021187502,-0.14852475800753137,0.014257801414823782,-0.1462001586935364,-0.1714321828454183,-0.0059289133128395625,0.06193962924944821,-0.15546399545786782,-0.021612984857838198,0.015941575518910032,-0.0892266817033078,-0.05304195775818438,0.06932322089895479,0.11693122021701324,0.010579167768036713,0.00860006666314916,0.007097974605071623,-0.08059400997376667,-0.05233677331389734,0.0930105564949215,-0.08836600264456809,0.02711103124759233
0.2002002002002002,0.05117073900168375,0.04225245672317845,-0.13030832140442816,0.04523159260256624,-0.044983569870857394,-0.14349449116576327,0.016969187617189005,-0.14937095326044803,-0.17693181446139614,-0.014529018056115717,0.0650718427619686,-0.15173348573979067,-0.026316078828969063,0.004310168290514432,-0.09436685876141081,-0.0525875122076384,0.07355516485879698,0.1234045768758151,0.01400075900086353,0.004943447158693298,0.0041947818163912175,-0.07899394210880117,-0.053335806037135634,0.09184519124515088,-0.08399476736328582,0.02622594524170771
0.2502502502502503,0.05039838888715546,0.042179219796999144,-0.142021881492522,0.03740112982835704,-0.049033196294510493,-0.1383552939409841,0.019387628039432066,-0.1524180996895519,-0.18223877252926346,-0.02334318184142869,0.06779063888331197,-0.14787341128096526,-0.031203711678820467,-0.007582480006755784,-0.09952114363258532,-0.052251809767015094,0.07735244516737451,0.12931842349904174,0.017136838760692358,0.0010240002281505876,0.0010306365793437257,-0.07744648332432376,-0.054451707731664314,0.09019935576914388,-0.07966361686693839,0.02526799549506771
0.3003003003003003,0.04924936829035509,0.041749897169354545,-0.15363019835389155,0.029226548047141483,-0.05321046828469878,-0.13312003649049206,0.02150706394343828,-0.1553339657662426,-0.18733976480959313,-0.03234933142035905,0.07008920587753685,-0.14389343860907414,-0.03626364376491767,-0.019706586520518245,-0.10467662776535047,-0.05203569194715915,0.08070554894423035,0.1346579455740858,0.019979551066182585,-0.003148459759890132,-0.0023865383397885624,-0.07595550948874008,-0.05568168442825486,0.08807716889688987,-0.0753833985566609,0.024246767733674582
0.3503503503503504,0.04772655417904394,0.040965563661342165,-0.16510420411767057,0.0207283166029145,-0.057504925824299995,-0.1278018280996747,0.023322187967710722,-0.15811124993372863,-0.19222201803353461,-0.0415249150658767,0.07196178775363883,-0.13980353369878007,-0.04148320487333155,-0.032031792028861174,-0.10982040157096445,-0.051939699993162045,0.08360607957056447,0.13940977230967994,0.022521777439189695,-0.007563484916728352,-0.006048186323812442,-0.0745247541104868,-0.05702265627570921,0.08548394439030249,-0.07116483034472573,0.023172485678556023
0.4004004004004004,0.04583376080945478,0.03982818370449154,-0.17641515715625697,0.011927722688675643,-0.06190581170558858,-0.12241399042124106,0.024828453134752414,-0.16074299519909171,-0.19687330235803926,-0.05084694875307179,0.07340369351556428,-0.13561394137417468,-0.046849320512729636,-0.04452722296307761,-0.11493958027157877,-0.05196407444747108,0.08604677109563083,0.14356200029565164,0.024757149568013448,-0.012210016115465138,-0.00994513540078867,-0.07315780116989941,-0.05847126432268246,0.08242617773101171,-0.06701847947541194,0.022055905047174876
0.45045045045045046,0.04357572940130089,0.03834060582425894,-0.18753471627551022,0.002846815880325719,-0.06640209950256272,-0.11697002291057779,0.026022084241629728,-0.1632226069614077,-0.2012819627367347,-0.060292075826207575,0.07441130877642606,-0.13133515867086595,-0.05234854593346503,-0.057161571523724565,-0.12002133721882506,-0.05210875467463597,0.08802150647981785,0.1471042235777261,0.026680065414435666,-0.01707641189785531,-0.01406762227114954,-0.07185807592116049,-0.060023879343144036,0.07891152874001936,-0.06295473526300248,0.020908202075642132
0.5005005005005005,0.040958115146055164,0.03650655654074658,-0.1984350493578192,-0.006491670787841113,-0.07098253362327427,-0.11148355299881298,0.026900096078317545,-0.16554387969538512,-0.20543696573705683,-0.06983665286995762,0.07498211496187634,-0.12697789668531959,-0.05796711474521722,-0.0699032111246847,-0.125052952421525,-0.05237337751869936,0.08952534658432913,0.15002758058990548,0.028285714271763258,-0.022150489206163814,-0.018405325931295086,-0.07062883118658633,-0.06167661407181529,0.07494879885072861,-0.058983769103026655,0.01974087086005713
0.5505505505505506,0.037987473149897366,0.03433062854091323,-0.20908885596719465,-0.016064349512152448,-0.07563564249830895,-0.10596832151566062,0.02746028901168023,-0.16770099942810612,-0.2093279045965557,-0.07945677560263605,0.0751146815909652,-0.1225530680617643,-0.06369095543212029,-0.08272023042647461,-0.13002182404888268,-0.0527572804739789,0.09055452406626772,0.15232474849363767,0.029570074129609974,-0.027419540388981242,-0.022947383000048473,-0.06947314576521818,-0.06342532942304997,0.07054791184371248,-0.05511552650760046,0.01856559735899746
0.6006006006006006,0.034671244009442846,0.03181827192842924,-0.21946945204585755,-0.025847243889739288,-0.080349771642016,-0.10043814225214248,0.027701260082979573,-0.1696885633775889,-0.21294503394821385,-0.08912834885716664,0.07480867681416963,-0.11807175551931509,-0.0695057316757923,-0.09558052712358672,-0.13491550679405898,-0.0532595019438573,0.09110646138625923,0.15398997392873434,0.03052992823887584,-0.032870368183115214,-0.027682417083235523,-0.06839391422491986,-0.06526564541923592,0.06571989062874592,-0.051359696065351866,0.01739414880151066
0.6506506506506506,0.031017732212637452,0.028975777912168217,-0.22955083846628271,-0.03581585319841537,-0.08511311465534532,-0.09490686555157508,0.02762240481665005,-0.17150159315986813,-0.21627929383160008,-0.09882715023818221,0.07406486570296106,-0.11354518237921428,-0.07539688058577508,-0.10845189260684057,-0.13972174415413025,-0.05387878446597341,0.09117977477493253,0.15501908441900233,0.03116287165845134,-0.03848932148409119,-0.032598569822489896,-0.06739383974188798,-0.06719295324667326,0.06047682574635415,-0.04772568462900356,0.016238251279548935
0.7007007007007008,0.027036089125847988,0.025810266636466364,-0.2393077673453268,-0.0459452103847686,-0.08991374155704306,-0.08938834452817132,0.0272239217752948,-0.17313554861613362,-0.21932233452157024,-0.10852888895741959,0.07288511259963852,-0.10898468561815179,-0.08134964749443513,-0.12130209043911291,-0.14442849917558953,-0.05461357665277188,0.09077428221858767,0.15540950467855125,0.03146732027120463,-0.044262327032826225,-0.03768352808286272,-0.06647542674311205,-0.06920242566231909,0.05483184986662433,-0.04422259319138046,0.015109479670399273
0.7507507507507508,0.022736285728577263,0.02232966511031492,-0.2487158016987972,-0.056209947152045775,-0.09473962938414093,-0.08389640024327223,0.026506808011848244,-0.17458633701162243,-0.22206653392828646,-0.11820926721590762,0.07127237089016109,-0.10440168680791465,-0.08734912399909919,-0.13409893749864824,-0.14902398359357455,-0.05546203857175707,0.08989099785734085,0.15516025502993033,0.03144251062594666,-0.050174926907092236,-0.042924557185964,-0.06564097561539335,-0.07128903022489057,0.04879909953533888,-0.04085919555877336,0.014019132776116827
0.8008008008008008,0.018129091494702296,0.018542691099363004,-0.2577513795771539,-0.06658435508336358,-0.09957869158709241,-0.07844478730408698,0.025472860103246772,-0.17585032514507068,-0.2245050196855435,-0.12784404040416922,0.06923068046380952,-0.09980766417420316,-0.0933802842431112,-0.14681038399073704,-0.1534966881450906,-0.056422045039777345,0.08853213472211034,0.15427196083705513,0.031088505432501953,-0.05621231267215903,-0.04830853062701788,-0.06489257610729507,-0.07344754086882663,0.0423936845382147,-0.037643915165561606,0.012978128012508056
0.8508508508508509,0.013226044714181252,0.014458828683642929,-0.26639187140551773,-0.07704245195436209,-0.10441880892712145,-0.0730471591041336,0.024124667270268792,-0.17692434725058906,-0.22663168444353002,-0.13740907855643097,0.06676515430163293,-0.09521412326517174,-0.09942802343824471,-0.15940459450373412,-0.1578354110075154,-0.05749119184923426,0.08670109563991513,0.15274684626901472,0.03040619101037288,-0.062359364025487946,-0.053821964565203974,-0.06423210262872284,-0.07567255174489332,0.03563164668746148,-0.03458480468377477,0.011996886934680123
0.9009009009009009,0.008039423640605316,0.010088304473967464,-0.2746156353381616,-0.08755804596771061,-0.10924785938998721,-0.06771703419246827,0.02246560458973243,-0.17780571257125355,-0.2284412005487685,-0.1468804258195272,0.06388196532105632,-0.09063256855430392,-0.10547719516695245,-0.1718500264363377,-0.16202928527735663,-0.05866680184002615,0.08440246423835304,0.15058872800560705,0.029397274686225116,-0.06860068625491735,-0.05945105126778209,-0.06366120973567055,-0.07795849064682242,0.028529919777039593,-0.03168952634503892,0.011085230226996395
0.9509509509509511,0.002582218741249311,0.0054420650251627645,-0.2824020757283494,-0.09810480065706625,-0.11405374861753077,-0.06246776176103658,0.020499827795271205,-0.17849221409737218,-0.22992903667516643,-0.15623436134144555,0.060588335293062144,-0.08607447454369735,-0.11151264924735761,-0.18411551043438118,-0.16606780765786583,-0.05994593048476925,0.08164199835809828,0.1478030122927185,0.028064283929611928,-0.07492064775655628,-0.06518169243612522,-0.0631813270582216,-0.08029963231161485,0.021106290774722692,-0.02896533106963137,0.010252286458304005
1.001001001001001,-0.0031318982706003695,0.0005317509813848147,-0.2897316965942537,-0.10865630027902834,-0.11882444012622996,-0.057312488012041446,0.018232264480702916,-0.1789821350421383,-0.23109147072415664,-0.1654474589024339,0.05689251893751528,-0.08155125708676476,-0.11751926950985798,-0.19617032887592872,-0.16994086538415992,-0.06132537269546451,0.07842661805096929,0.1443966846513435,0.026410561696484893,-0.08130341854389221,-0.07099953378301864,-0.06279365528340763,-0.08269011239084106,0.013379357175143314,-0.02641903955690509,0.009506403815251335
