epoch,loss
0,0.7254591
1,1.7149637
2,0.53142774
3,0.12926397
4,0.6690383
5,0.6189242
6,0.18932948
7,0.056474887
8,0.26252216
9,0.4010383
10,0.2883037
11,0.09721485
12,0.035084136
13,0.11805134
14,0.203557
15,0.18345167
16,0.089789905
17,0.022457194
18,0.03319389
19,0.08718479
20,0.11590651
21,0.0909798
22,0.04218545
23,0.0162716
24,0.0292873
25,0.0568887
26,0.06516651
27,0.045745544
28,0.019307321
29,0.009993264
30,0.021256909
31,0.036099486
32,0.03734589
33,0.024646418
34,0.011792694
35,0.010419616
36,0.018571794
37,0.024894517
38,0.021908984
39,0.013158841
40,0.0076610674
41,0.009584658
42,0.014731959
43,0.016368615
44,0.01274844
45,0.008093829
46,0.0070464206
47,0.009560198
48,0.011697096
49,0.010596618
50,0.007494674
51,0.005691507
52,0.0065147737
53,0.008145785
54,0.008207078
55,0.0065767737
56,0.0051482706
57,0.0052792574
58,0.0062698014
59,0.006521337
60,0.005596187
61,0.004559118
62,0.004445862
63,0.0050121224
64,0.005247979
65,0.0047474904
66,0.0041063796
67,0.004005954
68,0.0043365164
69,0.0044630924
70,0.004121703
71,0.003698772
72,0.0036263901
73,0.0038151
74,0.0038592012
75,0.003623563
76,0.0033760609
77,0.0033606663
78,0.0034713284
79,0.003452132
80,0.0032701448
81,0.0031235807
82,0.003131108
83,0.0031820124
84,0.0031294941
85,0.0030018708
86,0.0029323483
87,0.0029517598
88,0.0029610365
89,0.0028944206
90,0.0028083543
91,0.0027792677
92,0.0027893488
93,0.0027689575
94,0.0027079408
95,0.0026603227
96,0.002652678
97,0.0026486656
98,0.002614024
99,0.0025677811
100,0.0025442396
101,0.0025381446
102,0.0025196623
103,0.0024845586
104,0.0024562543
105,0.002444507
106,0.002432351
107,0.0024071524
108,0.0023796652
109,0.0023629416
110,0.0023512056
111,0.002332389
112,0.0023085945
113,0.0022902186
114,0.002277629
115,0.0022622463
116,0.0022420294
117,0.0022236507
118,0.0022099772
119,0.0021960041
120,0.002178547
121,0.0021612127
122,0.0021471728
123,0.0021338654
124,0.0021182962
125,0.002102146
126,0.0020880743
127,0.0020750114
128,0.002060633
129,0.0020455888
130,0.0020318348
131,0.002019016
132,0.00200547
133,0.0019913448
134,0.0019780104
135,0.0019654294
136,0.0019524699
137,0.0019391013
138,0.001926249
139,0.0019139735
140,0.0019014995
141,0.0018887543
142,0.0018763624
143,0.0018643871
144,0.001852324
145,0.0018401057
146,0.0018281536
147,0.0018165141
148,0.0018048276
149,0.00179307
150,0.0017815247
151,0.0017702039
152,0.0017588687
153,0.001747524
154,0.0017363601
155,0.0017253571
156,0.0017143663
157,0.0017033976
158,0.0016925815
159,0.0016818914
160,0.0016712205
